Data as of,Start week,End Week,HHS Region,State,Place of Death,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
2/17/2021,1/4/2020,2/13/2021,8,Montana,Nursing home/longterm care facility,75-84 years,114,773,45,29,,132,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,Montana,Nursing home/longterm care facility,85 years and over,234,1768,98,51,,289,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,Montana,Nursing home/longterm care facility,All ages,408,3011,168,92,13,497,
2/17/2021,1/4/2020,2/13/2021,8,Montana,Other,0-14 years,0,13,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,Montana,Other,15-44 years,0,227,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,Montana,Other,45-64 years,,199,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,Montana,Other,65-74 years,,100,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,Montana,Other,75-84 years,,82,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,Montana,Other,85 years and over,,62,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,Montana,Other,All ages,,683,,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,Montana,Place of death unknown,0-14 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,Montana,Place of death unknown,15-44 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,Montana,Place of death unknown,45-64 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,Montana,Place of death unknown,65-74 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,Montana,Place of death unknown,75-84 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,Montana,Place of death unknown,85 years and over,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,Montana,Place of death unknown,All ages,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,All places of death,All ages,1588,9441,1348,799,32,2168,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Decedent's home,0-14 years,0,20,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Decedent's home,15-44 years,,184,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Decedent's home,45-64 years,11,472,,0,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Decedent's home,65-74 years,10,443,13,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Decedent's home,75-84 years,13,443,,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Decedent's home,85 years and over,26,447,22,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Decedent's home,All ages,65,2009,50,15,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, dead on arrival",0-14 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, dead on arrival",15-44 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, dead on arrival",45-64 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, dead on arrival",65-74 years,,,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, dead on arrival",75-84 years,,,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, dead on arrival",85 years and over,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, dead on arrival",All ages,,30,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, inpatient",0-14 years,0,49,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, inpatient",15-44 years,22,204,37,16,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, inpatient",45-64 years,146,727,162,96,,216,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, inpatient",65-74 years,207,853,236,139,,312,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, inpatient",75-84 years,263,974,302,197,,375,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, inpatient",85 years and over,257,913,268,174,,355,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, inpatient",All ages,895,3720,1005,622,26,1303,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, outpatient or emergency room",0-14 years,0,15,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, outpatient or emergency room",15-44 years,0,70,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, outpatient or emergency room",45-64 years,,106,,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, outpatient or emergency room",65-74 years,,77,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, outpatient or emergency room",75-84 years,,72,,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, outpatient or emergency room",85 years and over,,44,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,"Healthcare setting, outpatient or emergency room",All ages,18,384,16,,0,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Hospice facility,0-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Hospice facility,15-44 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Hospice facility,45-64 years,0,10,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Hospice facility,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Hospice facility,75-84 years,,12,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Hospice facility,85 years and over,,20,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Hospice facility,All ages,,53,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Nursing home/longterm care facility,0-14 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Nursing home/longterm care facility,15-44 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Nursing home/longterm care facility,45-64 years,10,98,,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Nursing home/longterm care facility,65-74 years,39,234,28,11,0,56,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Nursing home/longterm care facility,75-84 years,144,700,58,32,,172,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Nursing home/longterm care facility,85 years and over,408,1875,173,108,,475,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Nursing home/longterm care facility,All ages,601,2911,267,152,,720,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Other,0-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Other,15-44 years,,138,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Other,45-64 years,,80,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Other,65-74 years,,40,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Other,75-84 years,0,32,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Other,85 years and over,0,36,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Other,All ages,,332,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Place of death unknown,0-14 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Place of death unknown,15-44 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Place of death unknown,45-64 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Place of death unknown,65-74 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Place of death unknown,75-84 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Place of death unknown,85 years and over,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,8,North Dakota,Place of death unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,Region total,All places of death,All ages,12989,115375,11299,6116,312,18475,
2/17/2021,1/4/2020,2/13/2021,8,South Dakota,All places of death,All ages,1850,10855,1353,785,35,2450,
2/17/2021,1/4/2020,2/13/2021,8,South Dakota,Decedent's home,0-14 years,0,22,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,South Dakota,Decedent's home,15-44 years,,187,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,South Dakota,Decedent's home,45-64 years,18,570,26,,0,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,South Dakota,Decedent's home,65-74 years,18,582,12,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,South Dakota,Decedent's home,75-84 years,23,544,17,,0,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,8,South Dakota,Decedent's home,85 years and over,18,512,15,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
